,data_model_column,graph_size_column,train_nodes_fraction_column,label_noise_fraction_column,attack_edges_per_sybil,algorithm,seed,AUC,accuracy,precision,recall,F1,runtime,pretrain_runtime
170,PL,2000,0.005,0.0,8,SybilRank,44,0.538029,0.5311557788944724,0.531062124248497,0.5326633165829145,0.5318615153035625,102,
171,PL,2000,0.005,0.0,8,SybilBelief,44,0.5033820000000001,0.5,inf,0.0,0.0,94,
172,PL,2000,0.005,0.0,8,SybilSCAR,44,0.572253,0.5115577889447236,0.5696969696969697,0.09447236180904522,0.16206896551724137,118,
173,PL,2000,0.005,0.0,8,SybilGCN_L2_noDropout,44,0.5826184999999999,0.5,inf,0.0,0.0,10116,
174,PL,2000,0.005,0.0,8,SybilGCN_L4_noDropout,44,0.596873,0.5,inf,0.0,0.0,16801,
175,PL,2000,0.005,0.0,8,SybilGCN_L8_noDropout,44,0.480301,0.5,inf,0.0,0.0,310,
176,PL,2000,0.005,0.0,8,SybilRGCN_L2_noDropout,44,0.5927655,0.5,inf,0.0,0.0,7354,
177,PL,2000,0.005,0.0,8,SybilGAT_L2,44,0.586928,0.5,inf,0.0,0.0,2374,
178,PL,2000,0.005,0.0,8,SybilGAT_L4,44,0.590808,0.5,inf,0.0,0.0,2355,
179,PL,2000,0.005,0.0,8,SybilGAT_L8,44,0.5973330000000001,0.5045226130653266,0.8461538461538461,0.011055276381909548,0.021825396825396824,1298,
180,PL,2000,0.005,0.0,8,SybilRank,45,0.551854,0.5386934673366834,0.5386158475426279,0.5396984924623116,0.5391566265060241,95,
181,PL,2000,0.005,0.0,8,SybilBelief,45,0.5008105,0.5,inf,0.0,0.0,101,
182,PL,2000,0.005,0.0,8,SybilSCAR,45,0.559553,0.5417085427135678,0.5447680690399137,0.507537688442211,0.5254942767950052,42,
183,PL,2000,0.005,0.0,8,SybilGCN_L2_noDropout,45,0.579533,0.5,inf,0.0,0.0,8770,
184,PL,2000,0.005,0.0,8,SybilGCN_L4_noDropout,45,0.582207,0.5,inf,0.0,0.0,16463,
185,PL,2000,0.005,0.0,8,SybilGCN_L8_noDropout,45,0.551999,0.5035175879396985,0.7058823529411765,0.012060301507537688,0.023715415019762844,30825,
186,PL,2000,0.005,0.0,8,SybilRGCN_L2_noDropout,45,0.5946825,0.5,inf,0.0,0.0,8303,
187,PL,2000,0.005,0.0,8,SybilGAT_L2,45,0.559895,0.5,inf,0.0,0.0,4999,
188,PL,2000,0.005,0.0,8,SybilGAT_L4,45,0.566761,0.5,inf,0.0,0.0,3339,
189,PL,2000,0.005,0.0,8,SybilGAT_L8,45,0.565061,0.5015075376884423,0.6,0.009045226130653266,0.01782178217821782,1898,
190,PL,2000,0.005,0.0,8,SybilRank,46,0.5228010000000001,0.5120603015075377,0.5120481927710844,0.5125628140703518,0.5123053741838273,100,
191,PL,2000,0.005,0.0,8,SybilBelief,46,0.497299,0.5,0.5,1.0,0.6666666666666666,73,
192,PL,2000,0.005,0.0,8,SybilSCAR,46,0.569313,0.49698492462311555,0.49843260188087773,0.9587939698492463,0.6558954967342729,118,
193,PL,2000,0.005,0.0,8,SybilGCN_L2_noDropout,46,0.5810394999999999,0.5,inf,0.0,0.0,11990,
194,PL,2000,0.005,0.0,8,SybilGCN_L4_noDropout,46,0.5840215,0.5005025125628141,1.0,0.0010050251256281408,0.002008032128514056,17736,
195,PL,2000,0.005,0.0,8,SybilGCN_L8_noDropout,46,0.477652,0.5,inf,0.0,0.0,723,
196,PL,2000,0.005,0.0,8,SybilRGCN_L2_noDropout,46,0.5670135,0.5,inf,0.0,0.0,11341,
197,PL,2000,0.005,0.0,8,SybilGAT_L2,46,0.5815925,0.5,inf,0.0,0.0,4281,
198,PL,2000,0.005,0.0,8,SybilGAT_L4,46,0.5842579999999999,0.5015075376884423,1.0,0.003015075376884422,0.006012024048096192,2934,
199,PL,2000,0.005,0.0,8,SybilGAT_L8,46,0.5100520000000001,0.5045226130653266,0.8461538461538461,0.011055276381909548,0.021825396825396824,2347,
200,PL,2000,0.005,0.0,10,SybilRank,42,0.544709,0.5371859296482412,0.5370741482965932,0.5386934673366834,0.537882589061716,109,
201,PL,2000,0.005,0.0,10,SybilBelief,42,0.503069,0.5,0.5,1.0,0.6666666666666666,101,
202,PL,2000,0.005,0.0,10,SybilSCAR,42,0.584629,0.5206030150753769,0.5112823335167859,0.9336683417085427,0.6607396870554765,48,
203,PL,2000,0.005,0.0,10,SybilGCN_L2_noDropout,42,0.584689,0.5,inf,0.0,0.0,12305,
