,graph_size,algorithm,AUC_mean,AUC_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,F1_mean,F1_std,runtime_mean,runtime_std,pretrain_runtime_mean,pretrain_runtime_std
34,16000,SybilGCN_L4_noDropout,0.7246645234375,0.007907696155531515,0.6366315789473684,0.0064838388478575,0.6491322371719456,0.023523489502094704,0.608421052631579,0.09222094239415735,0.622660940128622,0.03831395090705236,445.8,11.267652816802618,221307.0,404698.7028706665
35,16000,SybilGCN_L8_noDropout,0.661976084375,0.08178832045665069,0.598421052631579,0.05014708283537047,inf,,0.49278947368421055,0.2585574112321035,0.49415243342395004,0.24843924675061865,486.8,10.067770358922575,63278.4,75465.77940391262
36,16000,SybilRGCN_L2_noDropout,0.59422715625,0.025804870858479954,0.49947368421052635,0.013939794368498092,0.5169048329327062,0.06279266138882525,0.1380263157894737,0.04665760530678775,0.2116199391663359,0.05340545876636133,2178.4,40.08790341237616,81272.6,137232.74442726854
37,16000,SybilGAT_L2,0.7330613734375,0.003279280117949294,0.5577105263157895,0.04021538703743426,0.8077681856257144,0.07078407802838278,0.17323684210526316,0.14745785819887094,0.2529122655613006,0.16614130010215414,485.6,11.253443917308159,2420.0,269.9503658082352
38,16000,SybilGAT_L4,0.7500629921874999,0.008905412688620261,0.6579342105263158,0.007235717615985483,0.657937522019965,0.03868299421374719,0.6825,0.10176064333452277,0.6622986216766555,0.04000854572302915,660.0,17.401149387324963,1989.6,784.3584894676668
39,16000,SybilGAT_L8,0.7322578234375,0.012344669855802943,0.6532631578947368,0.01086635000020108,0.6501013893844089,0.029923093320790725,0.6765263157894736,0.061253729605483746,0.6599719965807361,0.020317639321109776,995.8,42.31500915750817,3608.2,2456.307016641039
40,32000,SybilRank,0.639474946875,0.010341393646045843,0.5979868421052632,0.00711096871310661,0.5969413092876847,0.006997827094234409,0.6033684210526316,0.007294554565961463,0.6001374545085867,0.007136907864756651,2354.2,116.37078671212977,,
41,32000,SybilBelief,0.5130785675781251,0.00038297435570780485,0.5,0.0,inf,,0.6,0.48989794855663565,0.4,0.3265986323710904,2177.0,459.02723230762683,,
42,32000,SybilSCAR,0.65959776640625,0.003583839028905975,0.5674868421052631,0.025695911444400015,0.565229246933705,0.029212204984880207,0.6559473684210527,0.18855703248986777,0.587252944245586,0.0962713394637758,1221.6,169.17281105425897,,
43,32000,SybilGCN_L2_noDropout,0.7281205519531251,0.003332873371881069,0.5359342105263157,0.017281763982403248,0.8600903613085011,0.05504644103872206,0.09077631578947368,0.05011403892630214,0.15887342134262897,0.08008185866747365,797.8,19.792928029980807,10528.6,1243.8742058584542
44,32000,SybilGCN_L4_noDropout,0.73116200703125,0.00463503434419695,0.6403552631578947,0.003982160269943009,0.6693381002446552,0.028313225890242755,0.5677105263157894,0.08053958439015943,0.6092071791117901,0.03575179257071018,860.4,28.295582694123834,17518.0,2322.357853561763
45,32000,SybilGCN_L8_noDropout,0.603386794140625,0.11384124297372727,0.5741644736842104,0.040429783999058486,inf,,0.4489605263157895,0.22613434204244504,0.4633993407273792,0.23216095723430083,947.8,18.605375567292374,26591.2,13442.553096789314
46,32000,SybilRGCN_L2_noDropout,0.6010540152343748,0.03905223123672013,0.49410526315789466,0.019787931683344487,0.49470069263489214,0.05994338619042334,0.15109210526315792,0.04943994860439825,0.22538092432083495,0.056154323660505025,4240.0,120.523856559604,11798.2,1053.679913446204
47,32000,SybilGAT_L2,0.7416252378906251,0.002499624606650692,0.5959802631578948,0.05037753674455265,0.7686802058556934,0.08939189699118195,0.32114473684210526,0.19903787623787922,0.40148133312286466,0.2046673737078199,931.2,15.53576518875076,2868.2,636.7525107920659
48,32000,SybilGAT_L4,0.7592474398437499,0.0020064356253684246,0.663375,0.007285916146904418,0.6905637640464352,0.03569284602104737,0.6102368421052631,0.1045769127421075,0.6397587132760376,0.04606670758221368,1255.8,22.71915491386068,2296.4,344.303703145929
49,32000,SybilGAT_L8,0.528809725,0.21784765417195565,0.5747697368421052,0.06938698238214229,inf,,0.43980263157894733,0.3796016236257161,0.3935261420804298,0.3227842981430904,2029.2,139.31460799212692,3078.0,2147.648667729431
50,64000,SybilRank,0.6998988228515625,0.007292604311956699,0.6462927631578947,0.005909112595726617,0.6447437336154701,0.005807209059336365,0.6516381578947368,0.00604942706932119,0.6481725902280612,0.0059266487686242065,4933.6,56.85279236765772,,
51,64000,SybilBelief,0.5133291644531249,0.0008068525079597667,0.5,0.0,inf,,0.4,0.48989794855663565,0.26666666666666666,0.3265986323710904,4503.8,609.721378992077,,
52,64000,SybilSCAR,0.6668988185546876,0.005315131640694857,0.5907368421052631,0.022819151261616946,0.5945639715770041,0.036580149023783246,0.6301184210526316,0.1363415259056759,0.6005412566608578,0.04121870432644922,2951.0,314.8949031026066,,
53,64000,SybilGCN_L2_noDropout,0.7255268557617188,0.002217197412601452,0.5661381578947369,0.0224229656182922,0.793568730528303,0.03543366988116866,0.18564473684210525,0.0805035028530228,0.2908204376758221,0.09474230432802208,1565.8,19.177069640588993,9210.8,476.36347467034034
54,64000,SybilGCN_L4_noDropout,0.7250426265625,0.00432126802969546,0.6348519736842105,0.004432582572470929,0.667006068092791,0.013511895026435121,0.5417236842105263,0.04425177039199093,0.5963599163038412,0.022323252492521446,1630.0,24.22395508582362,15599.2,855.2556109140705
55,64000,SybilGCN_L8_noDropout,0.6321869826171875,0.12365126702665058,0.5774243421052632,0.0648320570048324,inf,,0.3944078947368421,0.32137669082637227,0.38457382049153765,0.31100471201765006,1836.8,28.02427519134081,17543.6,13872.14108348095
56,64000,SybilRGCN_L2_noDropout,0.5964742896484376,0.03057184529869126,0.5096480263157895,0.03350234331273857,0.5110821207712004,0.06182229614715304,0.21519736842105264,0.10154131597736714,0.29425362994147586,0.10428817180367432,8281.8,63.966866423172554,10476.6,227.719652204196
57,64000,SybilGAT_L2,0.7427740898437499,0.0039015709588138773,0.5964901315789474,0.036219164636225175,0.778352547852605,0.06860060623218561,0.2919802631578948,0.1303624677927001,0.40016517870111257,0.14684009956038335,1837.0,27.49545416973504,2501.0,240.0841519134489
58,64000,SybilGAT_L4,0.7585595885742189,0.005347866534756215,0.6649934210526316,0.004367742298251276,0.6875167065195738,0.03146304037811004,0.61925,0.08333370458135217,0.6466275678629052,0.02567182291406933,2497.6,30.414470240331326,2709.8,509.2191669605534
59,64000,SybilGAT_L8,0.7434572555664062,0.004331345534391637,0.6625526315789474,0.004913634730758185,0.6804232107121446,0.020525448455907896,0.619453947368421,0.06028325265406651,0.6459099532542065,0.024395171465452784,3922.4,78.78223149924099,3571.0,1165.7140301120169
60,128000,SybilRank,0.641583039086914,0.0048216626675367455,0.6003519736842104,0.004299800769840204,0.5994552309855221,0.004283662152947999,0.6048651315789473,0.004192516478823656,0.6021480011217956,0.0042369918156254845,10574.2,62.49927999585275,,
61,128000,SybilBelief,0.5131372189941407,0.0006622473065284124,0.5,0.0,inf,,0.6,0.48989794855663565,0.4,0.3265986323710904,15390.8,11822.851625559715,,
62,128000,SybilSCAR,0.6616169222167969,0.005374512039712984,0.5934259868421051,0.016166652629579774,0.5942532153775879,0.017775507119423193,0.6071973684210527,0.13359725709583958,0.5907916428805481,0.06991350730656458,13568.0,13465.504015817603,,
63,128000,SybilGCN_L2_noDropout,0.7217180585693359,0.003197886970718287,0.5670657894736844,0.0265080754564422,0.7883914362306965,0.04757276129041667,0.19727960526315788,0.11140177813702712,0.29731781105198307,0.11730613511533558,3049.2,33.065994616826515,9548.0,917.4808989837336
64,128000,SybilGCN_L4_noDropout,0.72449861796875,0.006479817959529134,0.6379210526315788,0.005741635679880009,0.6493926602181317,0.013598909660000413,0.6040526315789473,0.05735556312632101,0.6238740828424296,0.02497557386313852,3241.2,26.270896444544867,15597.6,1167.844955462839
65,128000,SybilGCN_L8_noDropout,0.6827451997802735,0.09393492569918722,0.6203157894736843,0.06087558617797548,inf,,0.509046052631579,0.2568177675659039,0.5159679239833985,0.2582496030662193,3659.8,50.264898288965036,76945.0,110955.62355284207
66,128000,SybilRGCN_L2_noDropout,0.6058772702636718,0.0484296472350898,0.5366776315789473,0.03047095466666791,0.5701493171190544,0.08146733211314286,0.3203256578947368,0.14014708703105275,0.3913879546815183,0.11482721746326377,16459.4,89.5200536192869,10551.4,918.3571418571318
67,128000,SybilGAT_L2,0.7411701639404298,0.0023648266916101554,0.6175246710526315,0.041954918608200234,0.7343602695805858,0.07686645307284048,0.413625,0.1830715187733375,0.48939483098563297,0.17302146217597536,3829.6,158.6324052644982,2869.0,964.4243879122924
68,128000,SybilGAT_L4,0.7591815373535156,0.004165149615235597,0.6704555921052632,0.0036360612177212663,0.6762224733200357,0.011579593924908755,0.6556743421052632,0.022069345918241497,0.665371691769927,0.006169996611556813,94049.8,177445.18232558473,2453.4,674.3905693290794
69,128000,SybilGAT_L8,0.6936155734863281,0.10291972005032746,0.6326759868421054,0.06616586422206783,0.6657517107954941,0.00787606590295417,0.5348585526315789,0.26846561315819795,0.5335588843181107,0.2653836314529731,8577.0,181.1573901335521,3245.6,1643.1477839804916
